UF	mar/86	abr/86	mai/86	jun/86	jul/86	ago/86	set/86	out/86	nov/86	dez/86	jan/87	fev/87	mar/87	abr/87	mai/87	jun/87	jul/87	ago/87	set/87	out/87	nov/87	dez/87	jan/88	fev/88	mar/88	abr/88	mai/88	jun/88	jul/88	ago/88	set/88	out/88	nov/88	dez/88	jan/89	fev/89	mar/89	abr/89	mai/89	jun/89	jul/89	ago/89	set/89	out/89	nov/89	dez/89	jan/90	fev/90	mar/90	abr/90	mai/90	jun/90	jul/90	ago/90	set/90	out/90	nov/90	dez/90	jan/91	fev/91	mar/91	abr/91	mai/91	jun/91	jul/91	ago/91	set/91	out/91	nov/91	dez/91	jan/92	fev/92	mar/92	abr/92	mai/92	jun/92	jul/92	ago/92	set/92	out/92	nov/92	dez/92	jan/93	fev/93	mar/93	abr/93	mai/93	jun/93	jul/93	ago/93	set/93	out/93	nov/93	dez/93	jan/94	fev/94	mar/94	abr/94	mai/94	jun/94	jul/94	ago/94	set/94	out/94	nov/94	dez/94	jan/95	fev/95	mar/95	abr/95	mai/95	jun/95	jul/95	ago/95	set/95	out/95	nov/95	dez/95	jan/96	fev/96	mar/96	abr/96	mai/96	jun/96	jul/96	ago/96	set/96	out/96	nov/96	dez/96	jan/97	fev/97	mar/97	abr/97	mai/97	jun/97	jul/97	ago/97	set/97	out/97	nov/97	dez/97	jan/98	fev/98	mar/98	abr/98	mai/98	jun/98	jul/98	ago/98	set/98	out/98	nov/98	dez/98	jan/99	fev/99	mar/99	abr/99	mai/99	jun/99	jul/99	ago/99	set/99	out/99	nov/99	dez/99	jan/00	fev/00	mar/00	abr/00	mai/00	jun/00	jul/00	ago/00	set/00	out/00	nov/00	dez/00	jan./01	fev./01	mar./01	abr./01	mai./01	jun./01	jul./01	ago./01	set./01	out./01	nov./01	dez./01	jan./02	fev./02	mar./02	abr./02	mai./02	jun./02	jul./02	ago./02	set./02	out./02	nov./02	dez./02	jan./03	fev./03	mar./03	abr./03	mai./03	jun./03	jul./03	ago./03	set./03	out./03	nov./03	dez./03	jan./04	fev./04	mar./04	abr./04	mai./04	jun./04	jul./04	ago./04	set./04	out./04	nov./04	dez./04	jan./05	fev./05	mar./05	abr./05	mai./05	jun./05	jul./05	ago./05	set./05	out./05	nov./05	dez./05	jan./06	fev./06	mar./06	abr./06	mai./06	jun./06	jul./06	ago./06	set./06	out./06	nov./06	dez./06	jan./07	fev./07	mar./07	abr./07	mai./07	jun./07	jul./07	ago./07	set./07	out./07	nov./07	dez./07	jan./08	fev./08	mar./08	abr./08	mai./08	jun./08	jul./08	ago./08	set./08	out./08	nov./08	dez./08	jan./09	fev./09	mar./09	abr./09	mai./09	jun./09	jul./09	ago./09	set./09	out./09	nov./09	dez./09	jan./10	fev./10	mar./10	abr./10	mai./10	jun./10	jul./10	ago./10	set./10	out./10	nov./10	dez./10	jan./11	fev./11	mar./11	abr./11	mai./11	jun./11	jul./11	ago./11	set./11	out./11	nov./11	dez./11	jan./12	fev./12	mar./12	abr./12	mai./12	jun./12	jul./12	ago./12	set./12	out./12	nov./12	dez./12	jan./13	fev./13	mar./13	abr./13	mai./13	jun./13	jul./13	ago./13	set./13	out./13	nov./13	dez./13	jan./14	fev./14	mar./14	abr./14	mai./14	jun./14	jul./14	ago./14	set./14	out./14	nov./14	dez./14	jan./15	fev./15	mar./15	abr./15	mai./15	jun./15	jul./15	ago./15	set./15	out./15	nov./15	dez./15	jan./16	fev./16	mar./16	abr./16	mai./16	jun./16	jul./16	ago./16	set./16	out./16	nov./16	dez./16	jan./17	fev./17	mar./17	abr./17	mai./17	jun./17	jul./17	ago./17	set./17	out./17	nov./17	dez./17	jan./18	fev./18	mar./18	abr./18	mai./18	jun./18
Sao Paulo	2058,15	2107,69	2129,35	2180,37	2238,75	2305,52	2370,67	2596,31	2792,7	2971,7	3762,8	4479,38	5761,31	6484,96	7650,54	8811,5	9005,84	9064,79	9539,46	10165,07	11348,39	12895,73	15206,78	17693,43	21062,69	24154,64	30094,03	36400,15	43572,3	53564,66	66753,45	85604,11	110752,26	142189,13	205,08	211,9	220,28	237,76	285,67	421,66	563,92	872,21	1184,07	1631,61	2291,51	3456,78	4818,63	8256,2	15269,12	17134,57	16533,36	17147,59	18689,73	22134,07	23818,13	25716,68	28109,95	32836,51	36687,1	44672,12	48567,06	50801,06	55196,06	66713,1	75189,55	87823,54	101956,25	126628,21	158348,46	204515,44	240352,82	327229,03	413796,75	482422,54	575820,53	731546,3	852127,05	1021147,47	1402968,42	1626922,03	1968199,34	2399992,7	3391650,25	4145056,19	5096854,97	6607036,95	8291563,12	12031095,88	15096935,7	18639,46	26086,22	34356,47	46063,66	62419,43	92341,07	126603,71	199825,32	290670,13	409293,66	589737,55	274,15	268,62	266,28	265,74	269,51	271,85	275,74	279,35	287,13	298,22	303,4	342,33	347,6	349,34	349,76	347,55	348,53	347,75	349,21	346,89	346,64	344,01	347,55	362,04	363	364,27	362,52	360,78	362,04	360,6	362,31	365,54	368,31	369,57	371,13	384,26	380,88	383,5	381,74	383,43	383,89	385,35	384,32	383,88	383,77	385,51	391,71	392,57	392,32	391,9	393,32	393,86	392,45	393,79	325,09	327,72	330,56	332,39	341,72	342,11	342,49	341,94	343,1	346,31	352,01	353,76	357	356,87	357,98	358,76	359,54	367,25	369,61	370,65	370,9	371,07	371,87	373,31	376,13	376,76	377,32	378	378,21	386,29	388,99	389,67	393,58	396,61	397,94	398,38	400,5	401,22	402,41	402,99	413,41	422,16	424,26	428,48	431,68	433,78	442,1	451,16	457,57	462,25	466,14	470,45	495,04	501,47	504,91	514,65	516,73	519,23	520,07	521,9	523,59	526,37	527,64	529,62	542,47	547,16	552,25	558,86	562,23	565,23	570,68	573,7	576,53	576,94	580,04	582,56	600,22	602,13	603,87	606,88	607,32	607,99	608,54	609,3	611,07	611,94	612,74	613,38	627,5	629,85	631,44	632,31	632,78	633,12	635,05	635,83	636,65	638,9	640,06	640,52	651,27	653,94	654,61	656,04	658,32	660,59	663,23	664,74	668,74	671,54	673,15	675,13	701,39	708,3	715,37	724,16	732,02	738,54	742,93	746,96	748,39	749,8	752,42	753,99	777,91	778,67	779,81	780,82	782,26	782,55	785,85	788,89	790,64	791,51	793,15	795,8	824,34	829,52	831,33	832,79	834,55	836,52	838,66	840,62	842,02	842,7	843,34	844,11	870,19	873,27	876,34	879,15	881,16	881,27	881,34	882,01	885,26	886,42	887,44	887,94	910,86	913,81	915,25	917,03	918,13	918,51	921,53	922,37	923,77	924,12	924,21	924,53	888,8	975,47	906,45	910,28	912,85	913,02	918,91	923,74	927,63	932,2	938,57	939,85	964,8	976,48	976,9	978,36	980,09	980,26	979,72	978,13	980,3	981,48	981,41	987,23	1024,62	1036,31	1040,97	1043,69	1042,37	1043,48	1043,91	1045,34	1048,69	1055,28	1058,5	1056,6	1091,1	1100,37	1101,09	1100,54	1106,78	1123,89	1122,6	1123,09	1127,11	1132,38	1130,4	1130,22	1132,29	1137,22	1140,71	1142,61	1144,77	1145,72	1154,8	1157,79	1166,18	1170,51	1173,22	1172,33	1189,3	1196,73
