jan./12,fev./12,mar./12,abr./12,mai./12,jun./12,jul./12,ago./12,set./12,out./12,nov./12,dez./12,jan./13,fev./13,mar./13,abr./13,mai./13,jun./13,jul./13,ago./13,set./13,out./13,nov./13,dez./13,jan./14,fev./14,mar./14,abr./14,mai./14,jun./14,jul./14,ago./14,set./14,out./14,nov./14,dez./14,jan./15,fev./15,mar./15,abr./15,mai./15,jun./15,jul./15,ago./15,set./15,out./15,nov./15,dez./15,jan./16,fev./16,mar./16,abr./16,mai./16,jun./16,jul./16,ago./16,set./16,out./16,nov./16,dez./16,jan./17,Fev/1f,mar./17,abr./17,mai./17,jun./17,jul./17,ago./17,set./17,out./17,nov./17,dez./17,jan./18,fev./18,mar./18,abr./18,mai./18,jun./18
"0,51","0,39","0,18","0,64","0,55","0,26","0,43","0,45","0,63","0,71","0,54","0,74","0,92","0,52","0,6","0,59","0,35","0,28","-0,13","0,16","0,27","0,61","0,54","0,72","0,63","0,64","0,82","0,78","0,6","0,26","0,13","0,18","0,49","0,38","0,53","0,62","1,48","1,16","1,51","0,71","0,99","0,77","0,58","0,25","0,51","0,77","1,11","0,9","1,51","0,95","0,44","0,64","0,98","0,47","0,64","0,31","0,08","0,17","0,07","0,14","0,42","0,24","0,32","0,08","0,36","-0,3","0,17","-0,03","-0,02","0,37","0,18","0,26","0,23","0,18","0,07","0,21","0,43","1,43"
